Address:,USB0::0x0957::0x179B::MY58106375::0::INSTR,,Analog Channels,,,,Function Channels,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),,Time (s),M1,
Serial Number:,MY58106375,,-0.01,1.32607047725469,0.882878364122007,,-0.01,0.457503292476758,
Firmware Version:,02.65.2021030741,,-0.0099479166675,1.32607047725469,0.882878364122007,,-0.0099479166675,0.457503292476758,
Start Time:,2023-01-17 11:53:33.012,,-0.009895833335,1.32607047725469,0.882878364122007,,-0.009895833335,0.457503292476758,
,,,-0.0098437500025,1.32607047725469,0.882878364122007,,-0.0098437500025,0.457503292476758,
,,,-0.00979166667,1.32607047725469,0.882878364122007,,-0.00979166667,0.457503292476758,
,,,-0.0097395833375,1.32607047725469,0.882878364122007,,-0.0097395833375,0.457503292476758,
,,,-0.009687500005,1.32607047725469,0.882878364122007,,-0.009687500005,0.457503292476758,
,,,-0.0096354166725,1.32607047725469,0.882878364122007,,-0.0096354166725,0.457503292476758,
,,,-0.00958333334,1.32607047725469,0.882878364122007,,-0.00958333334,0.457503292476758,
,,,-0.0095312500075,1.32607047725469,0.882878364122007,,-0.0095312500075,0.457503292476758,
,,,-0.009479166675,1.32607047725469,0.882878364122007,,-0.009479166675,0.457503292476758,
,,,-0.0094270833425,1.32607047725469,0.882878364122007,,-0.0094270833425,0.457503292476758,
,,,-0.00937500001,1.32607047725469,0.882878364122007,,-0.00937500001,0.457503292476758,
,,,-0.0093229166775,1.32607047725469,0.882878364122007,,-0.0093229166775,0.457503292476758,
,,,-0.009270833345,1.32607047725469,0.882878364122007,,-0.009270833345,0.457503292476758,
,,,-0.0092187500125,1.32607047725469,0.882878364122007,,-0.0092187500125,0.457503292476758,
,,,-0.00916666668,1.32607047725469,0.882878364122007,,-0.00916666668,0.457503292476758,
,,,-0.0091145833475,1.32607047725469,0.882878364122007,,-0.0091145833475,0.457503292476758,
,,,-0.009062500015,1.32607047725469,0.882878364122007,,-0.009062500015,0.457503292476758,
,,,-0.0090104166825,1.32607047725469,0.882878364122007,,-0.0090104166825,0.457503292476758,
,,,-0.00895833335,1.32607047725469,0.882878364122007,,-0.00895833335,0.457503292476758,
,,,-0.0089062500175,1.32607047725469,0.882878364122007,,-0.0089062500175,0.457503292476758,
,,,-0.008854166685,1.32607047725469,0.882878364122007,,-0.008854166685,0.457503292476758,
,,,-0.0088020833525,1.32607047725469,0.882878364122007,,-0.0088020833525,0.457503292476758,
,,,-0.00875000002,1.32607047725469,0.882878364122007,,-0.00875000002,0.457503292476758,
,,,-0.0086979166875,1.32607047725469,0.882878364122007,,-0.0086979166875,0.457503292476758,
,,,-0.008645833355,1.32607047725469,0.882878364122007,,-0.008645833355,0.457503292476758,
,,,-0.0085937500225,1.32607047725469,0.882878364122007,,-0.0085937500225,0.457503292476758,
,,,-0.00854166669,1.32607047725469,0.882878364122007,,-0.00854166669,0.457503292476758,
,,,-0.0084895833575,1.32607047725469,0.882878364122007,,-0.0084895833575,0.457503292476758,
,,,-0.008437500025,1.32607047725469,0.882878364122007,,-0.008437500025,0.457503292476758,
,,,-0.0083854166925,1.32607047725469,0.882878364122007,,-0.0083854166925,0.457503292476758,
,,,-0.00833333336,1.32607047725469,0.882878364122007,,-0.00833333336,0.457503292476758,
,,,-0.0082812500275,1.32607047725469,0.882878364122007,,-0.0082812500275,0.457503292476758,
,,,-0.008229166695,1.32607047725469,0.882878364122007,,-0.008229166695,0.457503292476758,
,,,-0.0081770833625,1.32607047725469,0.882878364122007,,-0.0081770833625,0.457503292476758,
,,,-0.00812500003,1.32607047725469,0.882878364122007,,-0.00812500003,0.457503292476758,
,,,-0.0080729166975,1.32607047725469,0.882878364122007,,-0.0080729166975,0.457503292476758,
,,,-0.008020833365,1.32607047725469,0.882878364122007,,-0.008020833365,0.457503292476758,
,,,-0.0079687500325,1.32607047725469,0.882878364122007,,-0.0079687500325,0.457503292476758,
,,,-0.0079166667,1.32607047725469,0.882878364122007,,-0.0079166667,0.457503292476758,
,,,-0.0078645833675,1.32607047725469,0.882878364122007,,-0.0078645833675,0.457503292476758,
,,,-0.007812500035,1.32607047725469,0.882878364122007,,-0.007812500035,0.457503292476758,
,,,-0.0077604167025,1.32607047725469,0.882878364122007,,-0.0077604167025,0.457503292476758,
,,,-0.00770833337,1.32607047725469,0.882878364122007,,-0.00770833337,0.457503292476758,
,,,-0.0076562500375,1.32607047725469,0.882878364122007,,-0.0076562500375,0.457503292476758,
,,,-0.007604166705,1.32607047725469,0.882878364122007,,-0.007604166705,0.457503292476758,
,,,-0.0075520833725,1.32607047725469,0.882878364122007,,-0.0075520833725,0.457503292476758,
,,,-0.00750000004,1.32607047725469,0.882878364122007,,-0.00750000004,0.457503292476758,
,,,-0.0074479167075,1.32607047725469,0.882878364122007,,-0.0074479167075,0.457503292476758,
,,,-0.007395833375,1.32607047725469,0.882878364122007,,-0.007395833375,0.457503292476758,
,,,-0.0073437500425,1.32607047725469,0.882878364122007,,-0.0073437500425,0.457503292476758,
,,,-0.00729166671,1.32607047725469,0.882878364122007,,-0.00729166671,0.457503292476758,
,,,-0.0072395833775,1.32607047725469,0.882878364122007,,-0.0072395833775,0.457503292476758,
,,,-0.007187500045,1.32607047725469,0.882878364122007,,-0.007187500045,0.457503292476758,
,,,-0.0071354167125,1.32607047725469,0.882878364122007,,-0.0071354167125,0.457503292476758,
,,,-0.00708333338,1.32607047725469,0.882878364122007,,-0.00708333338,0.457503292476758,
,,,-0.0070312500475,1.32607047725469,0.882878364122007,,-0.0070312500475,0.457503292476758,
,,,-0.006979166715,1.32607047725469,0.882878364122007,,-0.006979166715,0.457503292476758,
,,,-0.0069270833825,1.32607047725469,0.882878364122007,,-0.0069270833825,0.457503292476758,
,,,-0.00687500005,1.32607047725469,0.882878364122007,,-0.00687500005,0.457503292476758,
,,,-0.0068229167175,1.32607047725469,0.882878364122007,,-0.0068229167175,0.457503292476758,
,,,-0.006770833385,1.32607047725469,0.882878364122007,,-0.006770833385,0.457503292476758,
,,,-0.0067187500525,1.32607047725469,0.882878364122007,,-0.0067187500525,0.457503292476758,
,,,-0.00666666672,1.32607047725469,0.882878364122007,,-0.00666666672,0.457503292476758,
,,,-0.0066145833875,1.32607047725469,0.882878364122007,,-0.0066145833875,0.457503292476758,
,,,-0.006562500055,1.32607047725469,0.882878364122007,,-0.006562500055,0.457503292476758,
,,,-0.0065104167225,1.32607047725469,0.882878364122007,,-0.0065104167225,0.457503292476758,
,,,-0.00645833339,1.32607047725469,0.882878364122007,,-0.00645833339,0.457503292476758,
,,,-0.0064062500575,1.32607047725469,0.882878364122007,,-0.0064062500575,0.457503292476758,
,,,-0.006354166725,1.32607047725469,0.882878364122007,,-0.006354166725,0.457503292476758,
,,,-0.0063020833925,1.32607047725469,0.882878364122007,,-0.0063020833925,0.457503292476758,
,,,-0.00625000006,1.32607047725469,0.882878364122007,,-0.00625000006,0.457503292476758,
,,,-0.0061979167275,1.32607047725469,0.882878364122007,,-0.0061979167275,0.457503292476758,
,,,-0.006145833395,1.32607047725469,0.882878364122007,,-0.006145833395,0.457503292476758,
,,,-0.0060937500625,1.32607047725469,0.882878364122007,,-0.0060937500625,0.457503292476758,
,,,-0.00604166673,1.32607047725469,0.882878364122007,,-0.00604166673,0.457503292476758,
,,,-0.0059895833975,1.32607047725469,0.882878364122007,,-0.0059895833975,0.457503292476758,
,,,-0.005937500065,1.32607047725469,0.882878364122007,,-0.005937500065,0.457503292476758,
,,,-0.0058854167325,1.32607047725469,0.882878364122007,,-0.0058854167325,0.457503292476758,
,,,-0.0058333334,1.32607047725469,0.882878364122007,,-0.0058333334,0.457503292476758,
,,,-0.0057812500675,1.32607047725469,0.882878364122007,,-0.0057812500675,0.457503292476758,
,,,-0.005729166735,1.32607047725469,0.882878364122007,,-0.005729166735,0.457503292476758,
,,,-0.0056770834025,1.32607047725469,0.882878364122007,,-0.0056770834025,0.457503292476758,
,,,-0.00562500007,1.32607047725469,0.882878364122007,,-0.00562500007,0.457503292476758,
,,,-0.0055729167375,1.32607047725469,0.882878364122007,,-0.0055729167375,0.457503292476758,
,,,-0.005520833405,1.32607047725469,0.882878364122007,,-0.005520833405,0.457503292476758,
,,,-0.0054687500725,1.32607047725469,0.882878364122007,,-0.0054687500725,0.457503292476758,
,,,-0.00541666674,1.32607047725469,0.882878364122007,,-0.00541666674,0.457503292476758,
,,,-0.0053645834075,1.32607047725469,0.882878364122007,,-0.0053645834075,0.457503292476758,
,,,-0.005312500075,1.32607047725469,0.882878364122007,,-0.005312500075,0.457503292476758,
,,,-0.0052604167425,1.32607047725469,0.882878364122007,,-0.0052604167425,0.457503292476758,
,,,-0.00520833341,1.32607047725469,0.882878364122007,,-0.00520833341,0.457503292476758,
,,,-0.0051562500775,1.32607047725469,0.882878364122007,,-0.0051562500775,0.457503292476758,
,,,-0.005104166745,1.32607047725469,0.882878364122007,,-0.005104166745,0.457503292476758,
,,,-0.0050520834125,1.32607047725469,0.882878364122007,,-0.0050520834125,0.457503292476758,
,,,-0.00500000008,1.32607047725469,0.882878364122007,,-0.00500000008,0.457503292476758,
,,,-0.0049479167475,1.32607047725469,0.882878364122007,,-0.0049479167475,0.457503292476758,
,,,-0.004895833415,1.32607047725469,0.882878364122007,,-0.004895833415,0.457503292476758,
,,,-0.0048437500825,1.32607047725469,0.882878364122007,,-0.0048437500825,0.457503292476758,
,,,-0.00479166675,1.32607047725469,0.882878364122007,,-0.00479166675,0.457503292476758,
,,,-0.0047395834175,1.32607047725469,0.882878364122007,,-0.0047395834175,0.457503292476758,
,,,-0.004687500085,1.32607047725469,0.882878364122007,,-0.004687500085,0.457503292476758,
,,,-0.0046354167525,1.32607047725469,0.882878364122007,,-0.0046354167525,0.457503292476758,
,,,-0.00458333342,1.32607047725469,0.882878364122007,,-0.00458333342,0.457503292476758,
,,,-0.0045312500875,1.32607047725469,0.882878364122007,,-0.0045312500875,0.457503292476758,
,,,-0.004479166755,1.32607047725469,0.882878364122007,,-0.004479166755,0.457503292476758,
,,,-0.0044270834225,1.32607047725469,0.882878364122007,,-0.0044270834225,0.457503292476758,
,,,-0.00437500009,1.32607047725469,0.882878364122007,,-0.00437500009,0.457503292476758,
,,,-0.0043229167575,1.32607047725469,0.882878364122007,,-0.0043229167575,0.457503292476758,
,,,-0.004270833425,1.32607047725469,0.882878364122007,,-0.004270833425,0.457503292476758,
,,,-0.0042187500925,1.32607047725469,0.882878364122007,,-0.0042187500925,0.457503292476758,
,,,-0.00416666676,1.32607047725469,0.882878364122007,,-0.00416666676,0.457503292476758,
,,,-0.0041145834275,1.32607047725469,0.882878364122007,,-0.0041145834275,0.457503292476758,
,,,-0.004062500095,1.32607047725469,0.882878364122007,,-0.004062500095,0.457503292476758,
,,,-0.0040104167625,1.32607047725469,0.882878364122007,,-0.0040104167625,0.457503292476758,
,,,-0.00395833343,1.32607047725469,0.882878364122007,,-0.00395833343,0.457503292476758,
,,,-0.0039062500975,1.32607047725469,0.882878364122007,,-0.0039062500975,0.457503292476758,
,,,-0.003854166765,1.32607047725469,0.882878364122007,,-0.003854166765,0.457503292476758,
,,,-0.0038020834325,1.32607047725469,0.882878364122007,,-0.0038020834325,0.457503292476758,
,,,-0.0037500001,1.32607047725469,0.882878364122007,,-0.0037500001,0.457503292476758,
,,,-0.0036979167675,1.32607047725469,0.882878364122007,,-0.0036979167675,0.457503292476758,
,,,-0.003645833435,1.32607047725469,0.882878364122007,,-0.003645833435,0.457503292476758,
,,,-0.0035937501025,1.32607047725469,0.882878364122007,,-0.0035937501025,0.457503292476758,
,,,-0.00354166677,1.32607047725469,0.882878364122007,,-0.00354166677,0.457503292476758,
,,,-0.0034895834375,1.32607047725469,0.882878364122007,,-0.0034895834375,0.457503292476758,
,,,-0.003437500105,1.32607047725469,0.882878364122007,,-0.003437500105,0.457503292476758,
,,,-0.0033854167725,1.32607047725469,0.882878364122007,,-0.0033854167725,0.457503292476758,
,,,-0.00333333344,1.32607047725469,0.882878364122007,,-0.00333333344,0.457503292476758,
,,,-0.0032812501075,1.32607047725469,0.882878364122007,,-0.0032812501075,0.457503292476758,
,,,-0.003229166775,1.32607047725469,0.882878364122007,,-0.003229166775,0.457503292476758,
,,,-0.0031770834425,1.32607047725469,0.882878364122007,,-0.0031770834425,0.457503292476758,
,,,-0.00312500011,1.32607047725469,0.882878364122007,,-0.00312500011,0.457503292476758,
,,,-0.0030729167775,1.32607047725469,0.882878364122007,,-0.0030729167775,0.457503292476758,
,,,-0.003020833445,1.32607047725469,0.882878364122007,,-0.003020833445,0.457503292476758,
,,,-0.0029687501125,1.32607047725469,0.882878364122007,,-0.0029687501125,0.457503292476758,
,,,-0.00291666678,1.32607047725469,0.882878364122007,,-0.00291666678,0.457503292476758,
,,,-0.0028645834475,1.32607047725469,0.882878364122007,,-0.0028645834475,0.457503292476758,
,,,-0.002812500115,1.32607047725469,0.882878364122007,,-0.002812500115,0.457503292476758,
,,,-0.0027604167825,1.32607047725469,0.882878364122007,,-0.0027604167825,0.457503292476758,
,,,-0.00270833345,1.32607047725469,0.882878364122007,,-0.00270833345,0.457503292476758,
,,,-0.0026562501175,1.32607047725469,0.882878364122007,,-0.0026562501175,0.457503292476758,
,,,-0.002604166785,1.32607047725469,0.882878364122007,,-0.002604166785,0.457503292476758,
,,,-0.0025520834525,1.32607047725469,0.882878364122007,,-0.0025520834525,0.457503292476758,
,,,-0.00250000012,1.32607047725469,0.882878364122007,,-0.00250000012,0.457503292476758,
,,,-0.0024479167875,1.32607047725469,0.882878364122007,,-0.0024479167875,0.457503292476758,
,,,-0.002395833455,1.32607047725469,0.882878364122007,,-0.002395833455,0.457503292476758,
,,,-0.0023437501225,1.32607047725469,0.882878364122007,,-0.0023437501225,0.457503292476758,
,,,-0.00229166679,1.32607047725469,0.882878364122007,,-0.00229166679,0.457503292476758,
,,,-0.0022395834575,1.32607047725469,0.882878364122007,,-0.0022395834575,0.457503292476758,
,,,-0.002187500125,1.32607047725469,0.882878364122007,,-0.002187500125,0.457503292476758,
,,,-0.0021354167925,1.32607047725469,0.882878364122007,,-0.0021354167925,0.457503292476758,
,,,-0.00208333346,1.32607047725469,0.882878364122007,,-0.00208333346,0.457503292476758,
,,,-0.0020312501275,1.32607047725469,0.882878364122007,,-0.0020312501275,0.457503292476758,
