Model,DSO-X 2002A
Serial Number,MY58106371
Start Time,5/15/2024 3:30:53 PM

Setup Text Information:

Analog

Channel 1
Scale,1.240000V/
Pos,1.240000V/
coup
BW,Off
Inv,Off
Imp,1M Ohm
Trace Label,1
Probe,1.0
Skew,0.000000s

Channel 2
Scale,500.000000mV/
Pos,500.000000mV/
coup
BW,Off
Inv,Off
Imp,1M Ohm
Trace Label,2
Probe,1.0
Skew,0.000000s

Function

WaveformMemory

Trigger
Sweep Mode,AUTO
Coup,DC
Noise Rej,Off
HF Rej,Off
HoldOff,40.000000ns
TriggerControl,GLIT
Source,CHAN2
Slope,319.000000mV
Adress,USB0::0x0957::0x179B::MY58106371::0::INSTR

Sample Count,Time(s),Channel1,Channel2,
1,-0.041328125,-0.0153436660767,0.00430405139923,
2,-0.0412760416675,-0.012228012085,0.00304782390594,
3,-0.041223958335,-0.0153436660767,0.00304782390594,
4,-0.0411718750025,-0.0153436660767,0.00430405139923,
5,-0.04111979167,-0.0153436660767,0.00304782390594,
6,-0.0410677083375,-0.0153436660767,0.00179147720337,
7,-0.041015625005,-0.0153436660767,0.00304782390594,
8,-0.0409635416725,-0.0153436660767,0.00304782390594,
9,-0.04091145834,-0.0153436660767,0.00179147720337,
10,-0.0408593750075,-0.0153436660767,0.00304782390594,
11,-0.040807291675,-0.0153436660767,0.00304782390594,
12,-0.0407552083425,-0.0153436660767,0.00430405139923,
13,-0.04070312501,-0.0153436660767,0.00430405139923,
14,-0.0406510416775,-0.0153436660767,0.00430405139923,
15,-0.040598958345,-0.0153436660767,0.00556039810181,
16,-0.0405468750125,-0.0153436660767,0.00304782390594,
17,-0.04049479168,-0.012228012085,0.00430405139923,
18,-0.0404427083475,-0.012228012085,0.00430405139923,
19,-0.040390625015,-0.0153436660767,0.00179147720337,
20,-0.0403385416825,-0.0153436660767,0.00304782390594,
21,-0.04028645835,-0.012228012085,0.00430405139923,
22,-0.0402343750175,-0.012228012085,0.00430405139923,
23,-0.040182291685,-0.0153436660767,0.00430405139923,
24,-0.0401302083525,-0.0153436660767,0.00304782390594,
25,-0.04007812502,-0.0153436660767,0.00430405139923,
26,-0.0400260416875,-0.0153436660767,0.00304782390594,
27,-0.039973958355,-0.012228012085,0.00304782390594,
28,-0.0399218750225,-0.0153436660767,0.00179147720337,
29,-0.03986979169,-0.0153436660767,0.00304782390594,
30,-0.0398177083575,-0.0153436660767,0.00179147720337,
