Model,DSO-X 2002A
Serial Number,MY58106371
Start Time,5/15/2024 3:35:27 PM

Setup Text Information:

Analog

Channel 1
Scale,1.240000V/
Pos,1.240000V/
coup
BW,Off
Inv,Off
Imp,1M Ohm
Trace Label,1
Probe,1.0
Skew,0.000000s

Channel 2
Scale,500.000000mV/
Pos,500.000000mV/
coup
BW,Off
Inv,Off
Imp,1M Ohm
Trace Label,2
Probe,1.0
Skew,0.000000s

Function

WaveformMemory

Trigger
Sweep Mode,AUTO
Coup,DC
Noise Rej,Off
HF Rej,Off
HoldOff,40.000000ns
TriggerControl,GLIT
Source,CHAN2
Slope,319.000000mV
Adress,USB0::0x0957::0x179B::MY58106371::0::INSTR

Sample Count,Time(s),Channel1,Channel2,
1,-0.041328125,-0.012228012085,0.00430405139923,
2,-0.0412760416675,-0.012228012085,0.00430405139923,
3,-0.041223958335,-0.012228012085,0.00304782390594,
4,-0.0411718750025,-0.012228012085,0.00304782390594,
5,-0.04111979167,-0.012228012085,0.00304782390594,
6,-0.0410677083375,-0.012228012085,0.00430405139923,
7,-0.041015625005,-0.012228012085,0.00304782390594,
8,-0.0409635416725,-0.012228012085,0.00430405139923,
9,-0.04091145834,-0.012228012085,0.00304782390594,
10,-0.0408593750075,-0.00911235809326,0.00430405139923,
11,-0.040807291675,-0.012228012085,0.00430405139923,
12,-0.0407552083425,-0.00911235809326,0.00430405139923,
13,-0.04070312501,-0.012228012085,0.00430405139923,
14,-0.0406510416775,-0.012228012085,0.00304782390594,
15,-0.040598958345,-0.012228012085,0.00430405139923,
16,-0.0405468750125,-0.012228012085,0.00430405139923,
17,-0.04049479168,-0.00911235809326,0.00430405139923,
18,-0.0404427083475,-0.012228012085,0.00304782390594,
19,-0.040390625015,-0.012228012085,0.00430405139923,
20,-0.0403385416825,-0.0153436660767,0.00430405139923,
21,-0.04028645835,-0.012228012085,0.00430405139923,
22,-0.0402343750175,-0.0153436660767,0.00556039810181,
23,-0.040182291685,-0.012228012085,0.00304782390594,
24,-0.0401302083525,-0.012228012085,0.00430405139923,
25,-0.04007812502,-0.012228012085,0.00304782390594,
26,-0.0400260416875,-0.012228012085,0.00556039810181,
27,-0.039973958355,-0.012228012085,0.00556039810181,
28,-0.0399218750225,-0.012228012085,0.00430405139923,
29,-0.03986979169,-0.012228012085,0.00556039810181,
30,-0.0398177083575,-0.012228012085,0.00556039810181,
31,-0.039765625025,-0.012228012085,0.00556039810181,
32,-0.0397135416925,-0.012228012085,0.00556039810181,
33,-0.03966145836,-0.012228012085,0.00556039810181,
34,-0.0396093750275,-0.012228012085,0.00430405139923,
35,-0.039557291695,-0.00911235809326,0.00430405139923,
36,-0.0395052083625,-0.012228012085,0.00430405139923,
37,-0.03945312503,-0.00911235809326,0.00556039810181,
38,-0.0394010416975,-0.00911235809326,0.00430405139923,
39,-0.039348958365,-0.00911235809326,0.00430405139923,
40,-0.0392968750325,-0.00911235809326,0.00430405139923,
41,-0.0392447917,-0.00911235809326,0.00556039810181,
42,-0.0391927083675,-0.00911235809326,0.00556039810181,
43,-0.039140625035,-0.012228012085,0.00556039810181,
44,-0.0390885417025,-0.012228012085,0.00430405139923,
45,-0.03903645837,-0.012228012085,0.00556039810181,
46,-0.0389843750375,-0.012228012085,0.00681662559509,
47,-0.038932291705,-0.012228012085,0.00556039810181,
48,-0.0388802083725,-0.012228012085,0.00430405139923,
49,-0.03882812504,-0.012228012085,0.00430405139923,
50,-0.0387760417075,-0.012228012085,0.00681662559509,
51,-0.038723958375,-0.012228012085,0.00556039810181,
52,-0.0386718750425,-0.00911235809326,0.00430405139923,
53,-0.03861979171,-0.0153436660767,0.00556039810181,
54,-0.0385677083775,-0.012228012085,0.00556039810181,
55,-0.038515625045,-0.012228012085,0.00304782390594,
56,-0.0384635417125,-0.012228012085,0.00556039810181,
57,-0.03841145838,-0.012228012085,0.00556039810181,
58,-0.0383593750475,-0.012228012085,0.00556039810181,
59,-0.038307291715,-0.012228012085,0.00430405139923,
60,-0.0382552083825,-0.012228012085,0.00430405139923,
61,-0.03820312505,-0.012228012085,0.00556039810181,
62,-0.0381510417175,-0.012228012085,0.00556039810181,
63,-0.038098958385,-0.012228012085,0.00556039810181,
64,-0.0380468750525,-0.012228012085,0.00430405139923,
65,-0.03799479172,-0.012228012085,0.00430405139923,
66,-0.0379427083875,-0.012228012085,0.00430405139923,
67,-0.037890625055,-0.00911235809326,0.00556039810181,
68,-0.0378385417225,-0.0153436660767,0.00430405139923,
69,-0.03778645839,-0.012228012085,0.00430405139923,
70,-0.0377343750575,-0.012228012085,0.00304782390594,
71,-0.037682291725,-0.012228012085,0.00430405139923,
72,-0.0376302083925,-0.012228012085,0.00430405139923,
73,-0.03757812506,-0.012228012085,0.00556039810181,
74,-0.0375260417275,-0.012228012085,0.00430405139923,
75,-0.037473958395,-0.012228012085,0.00556039810181,
76,-0.0374218750625,-0.012228012085,0.00556039810181,
77,-0.03736979173,-0.012228012085,0.00556039810181,
78,-0.0373177083975,-0.012228012085,0.00430405139923,
79,-0.037265625065,-0.012228012085,0.00430405139923,
80,-0.0372135417325,-0.00911235809326,0.00556039810181,
81,-0.0371614584,-0.00911235809326,0.00430405139923,
82,-0.0371093750675,-0.00911235809326,0.00556039810181,
83,-0.037057291735,-0.00911235809326,0.00430405139923,
84,-0.0370052084025,-0.012228012085,0.00430405139923,
85,-0.03695312507,-0.0153436660767,0.00430405139923,
86,-0.0369010417375,-0.00911235809326,0.00556039810181,
87,-0.036848958405,-0.00911235809326,0.00430405139923,
88,-0.0367968750725,-0.012228012085,0.00430405139923,
89,-0.03674479174,-0.012228012085,0.00304782390594,
90,-0.0366927084075,-0.012228012085,0.00430405139923,
91,-0.036640625075,-0.012228012085,0.00430405139923,
92,-0.0365885417425,-0.012228012085,0.00430405139923,
93,-0.03653645841,-0.012228012085,0.00556039810181,
94,-0.0364843750775,-0.0153436660767,0.00556039810181,
95,-0.036432291745,-0.0153436660767,0.00556039810181,
96,-0.0363802084125,-0.012228012085,0.00430405139923,
97,-0.03632812508,-0.012228012085,0.00430405139923,
98,-0.0362760417475,-0.00911235809326,0.00430405139923,
99,-0.036223958415,-0.012228012085,0.00430405139923,
100,-0.0361718750825,-0.00911235809326,0.00304782390594,
101,-0.03611979175,-0.00911235809326,0.00430405139923,
102,-0.0360677084175,-0.012228012085,0.00430405139923,
103,-0.036015625085,-0.012228012085,0.00430405139923,
104,-0.0359635417525,-0.012228012085,0.00430405139923,
105,-0.03591145842,-0.012228012085,0.00430405139923,
106,-0.0358593750875,-0.0153436660767,0.00430405139923,
107,-0.035807291755,-0.00911235809326,0.00430405139923,
108,-0.0357552084225,-0.00911235809326,0.00430405139923,
109,-0.03570312509,-0.00911235809326,0.00430405139923,
110,-0.0356510417575,-0.012228012085,0.00430405139923,
111,-0.035598958425,-0.012228012085,0.00430405139923,
112,-0.0355468750925,-0.012228012085,0.00304782390594,
113,-0.03549479176,-0.012228012085,0.00304782390594,
114,-0.0354427084275,-0.012228012085,0.00556039810181,
115,-0.035390625095,-0.012228012085,0.00556039810181,
116,-0.0353385417625,-0.012228012085,0.00430405139923,
117,-0.03528645843,-0.0153436660767,0.00556039810181,
118,-0.0352343750975,-0.012228012085,0.00430405139923,
119,-0.035182291765,-0.012228012085,0.00430405139923,
120,-0.0351302084325,-0.012228012085,0.00430405139923,
121,-0.0350781251,-0.0153436660767,0.00304782390594,
122,-0.0350260417675,-0.012228012085,0.00430405139923,
123,-0.034973958435,-0.012228012085,0.00556039810181,
124,-0.0349218751025,-0.0153436660767,0.00430405139923,
125,-0.03486979177,-0.012228012085,0.00430405139923,
126,-0.0348177084375,-0.0153436660767,0.00430405139923,
127,-0.034765625105,-0.012228012085,0.00430405139923,
128,-0.0347135417725,-0.012228012085,0.00430405139923,
129,-0.03466145844,-0.00911235809326,0.00430405139923,
130,-0.0346093751075,-0.012228012085,0.00430405139923,
131,-0.034557291775,-0.0153436660767,0.00304782390594,
132,-0.0345052084425,-0.012228012085,0.00556039810181,
133,-0.03445312511,-0.012228012085,0.00556039810181,
134,-0.0344010417775,-0.012228012085,0.00430405139923,
135,-0.034348958445,-0.012228012085,0.00556039810181,
136,-0.0342968751125,-0.0153436660767,0.00556039810181,
137,-0.03424479178,-0.012228012085,0.00556039810181,
138,-0.0341927084475,-0.012228012085,0.00304782390594,
139,-0.034140625115,-0.012228012085,0.00430405139923,
140,-0.0340885417825,-0.0153436660767,0.00556039810181,
141,-0.03403645845,-0.0153436660767,0.00556039810181,
142,-0.0339843751175,-0.012228012085,0.00556039810181,
143,-0.033932291785,-0.012228012085,0.00556039810181,
144,-0.0338802084525,-0.012228012085,0.00556039810181,
145,-0.03382812512,-0.012228012085,0.00556039810181,
146,-0.0337760417875,-0.00911235809326,0.00556039810181,
147,-0.033723958455,-0.012228012085,0.00430405139923,
148,-0.0336718751225,-0.00911235809326,0.00430405139923,
149,-0.03361979179,-0.012228012085,0.00430405139923,
150,-0.0335677084575,-0.0153436660767,0.00430405139923,
151,-0.033515625125,-0.012228012085,0.00430405139923,
152,-0.0334635417925,-0.012228012085,0.00430405139923,
153,-0.03341145846,-0.012228012085,0.00556039810181,
154,-0.0333593751275,-0.012228012085,0.00430405139923,
155,-0.033307291795,-0.00599670410156,0.00556039810181,
156,-0.0332552084625,-0.00911235809326,0.00430405139923,
