x-axis,1,2
second,Volt,Volt
-106.0000E-06,,
-105.7950E-06,,
-105.5900E-06,-2.7371230563E+00,-87.6131009E-03
-105.3850E-06,-2.8753140122E+00,-107.7136032E-03
-105.1800E-06,-2.7371230563E+00,-102.6884776E-03
-104.9750E-06,-2.8376255697E+00,-115.2512915E-03
-104.7700E-06,-2.7371230563E+00,-115.2512915E-03
-104.5650E-06,-2.8376255697E+00,-107.7136032E-03
-104.3600E-06,-2.6743089855E+00,-102.6884776E-03
-104.1550E-06,-2.8376255697E+00,-115.2512915E-03
-103.9500E-06,-2.7371230563E+00,-115.2512915E-03
-103.7450E-06,-2.8753140122E+00,-75.0502869E-03
-103.5400E-06,-2.6743089855E+00,-115.2512915E-03
-103.3350E-06,-2.8376255697E+00,-67.5125986E-03
-103.1300E-06,-2.7371230563E+00,-90.1256637E-03
-102.9250E-06,-2.8376255697E+00,-115.2512915E-03
-102.7200E-06,-2.8753140122E+00,-142.8894822E-03
-102.5150E-06,-2.8376255697E+00,-115.2512915E-03
-102.3100E-06,-2.8124999413E+00,-75.0502869E-03
-102.1050E-06,-2.7119974280E+00,-75.0502869E-03
-101.9000E-06,-2.8753140122E+00,-75.0502869E-03
-101.6950E-06,-2.8376255697E+00,-115.2512915E-03
-101.4900E-06,-2.8753140122E+00,-75.0502869E-03
-101.2850E-06,-2.7119974280E+00,-75.0502869E-03
-101.0800E-06,-2.8124999413E+00,-102.6884776E-03
-100.8750E-06,-2.7119974280E+00,-75.0502869E-03
-100.6700E-06,-2.7371230563E+00,-87.6131009E-03
-100.4650E-06,-2.7119974280E+00,-107.7136032E-03
-100.2600E-06,-2.7371230563E+00,-102.6884776E-03
-100.0550E-06,-2.8376255697E+00,-115.2512915E-03
-99.8500E-06,-2.8753140122E+00,-87.6131009E-03
-99.6450E-06,-2.8753140122E+00,-75.0502869E-03
-99.4400E-06,-2.8124999413E+00,-87.6131009E-03
-99.2350E-06,-2.8753140122E+00,-115.2512915E-03
-99.0300E-06,-2.8753140122E+00,-115.2512915E-03
-98.8250E-06,-2.6743089855E+00,-115.2512915E-03
-98.6200E-06,-2.8753140122E+00,-115.2512915E-03
-98.4150E-06,-2.6743089855E+00,-115.2512915E-03
-98.2100E-06,-2.8753140122E+00,-115.2512915E-03
-98.0050E-06,-2.7119974280E+00,-75.0502869E-03
-97.8000E-06,-2.8753140122E+00,-115.2512915E-03
-97.5950E-06,-2.7119974280E+00,-75.0502869E-03
-97.3900E-06,-2.8753140122E+00,-115.2512915E-03
