Time (s),RMS CH2 (V),Heater Voltage (V),Heater Current (A),Temp Raw (C),Delta T Raw (C/s),DVM CH2 (V)
190.5006862,1.066,35,0.412,88.60707255,0.239511262,1.07
190.9999311,1.066,35,0.412,88.70446246,0.235425732,1.07
191.500838,1.066,35,0.412,88.81528892,0.241356302,1.07
191.9995821,1.067,35,0.412,88.91268492,0.204254668,1.07
192.5009935,1.066,35,0.412,89.01680108,0.207639602,1.06
193.0009477,1.067,35,0.412,89.0528275,0.158373551,1.06
193.5012043,1.067,35,0.412,89.21832562,0.203655975,1.07
194.0011935,1.066,35,0.412,89.32245154,0.203771352,1.07
194.5013504,1.067,35,0.412,89.42322177,0.246852066,1.07
194.9987826,1.067,35,0.412,89.52735435,0.207082629,1.08
195.5018468,1.066,35,0.412,89.62477178,0.200319202,1.08
196.0002365,1.066,35,0.412,89.72891097,0.204451243,1.07
196.5007472,1.066,35,0.412,89.82633463,0.199116812,1.07
197.000495,1.066,35,0.412,89.98087494,0.237521939,1.07
197.5006256,1.066,35,0.412,90.08166625,0.235108753,1.07
198.0006382,1.066,35,0.412,90.12106457,0.196481666,1.06
198.5008242,1.066,35,0.412,90.22858032,0.165075522,1.06
198.9996691,1.066,35,0.412,90.38742014,0.204307932,1.07
199.500752,1.066,35,0.412,90.48486465,0.24200924,1.07
199.999507,1.066,35,0.412,90.59239328,0.24314742,1.06
200.501291,1.066,35,0.412,90.63515861,0.164571759,1.06
200.9985368,1.066,35,0.412,90.79065932,0.204992301,1.07
201.5006232,1.066,35,0.412,90.89819898,0.203023292,1.07
202.0003211,1.066,35,0.412,90.99902097,0.24272155,1.07
202.5000253,1.066,35,0.412,91.09984642,0.206246782,1.06
202.9980428,1.066,35,0.412,91.24773006,0.233948299,1.07
203.4984164,1.066,35,0.412,91.35192532,0.235093906,1.07
204.0010295,1.066,35,0.412,91.39134047,0.193319053,1.07
204.5010519,1.066,35,0.412,91.55024286,0.201666167,1.06
205.0005999,1.066,35,0.412,91.58966074,0.158633693,1.07
205.4988942,1.066,35,0.412,91.69050683,0.200126935,1.07
206.0006406,1.066,35,0.412,91.7879948,0.1579496,1.07
206.5004797,1.066,35,0.412,91.8922098,0.201764318,1.06
207.0008454,1.066,35,0.412,91.99642867,0.203798816,1.06
207.5011477,1.066,35,0.412,92.09728933,0.206071755,1.07
208.0000739,1.066,35,0.412,92.19142925,0.199908971,1.07
208.5010283,1.066,35,0.412,92.35710164,0.239990562,1.07
208.9983201,1.066,35,0.412,92.44024304,0.22988093,1.06
209.5013561,1.066,35,0.412,92.54448254,0.233948318,1.06
209.9984031,1.066,35,0.412,92.64536328,0.193316169,1.07
210.4999821,1.066,35,0.412,92.80433729,0.241965351,1.07
210.9982889,1.066,35,0.412,92.85049902,0.204704213,1.07
211.5013943,1.066,35,0.412,92.95139117,0.2027593,1.06
212.0005109,1.066,35,0.412,93.04556062,0.161100166,1.06
212.500531,1.066,35,0.412,93.14646014,0.197299512,1.06
