Time(s),CH1(V),CH2(V)
0.004985,4.743658,-0.002522
0.004985,4.743658,-0.002522
0.004986,4.743658,-0.002522
0.004986,4.743658,-0.001557
0.004986,4.743658,-0.001557
0.004986,4.743658,0.000372
0.004986,4.743658,-0.000592
0.004986,4.743658,-0.001557
0.004986,4.743658,-0.003487
0.004987,4.743658,-0.004452
0.004987,4.743658,-0.004452
0.004987,4.743658,-0.003487
0.004987,4.743658,-0.001557
0.004987,4.743658,-0.000592
0.004987,4.743658,0.000372
0.004988,4.743658,0.000372
0.004988,4.743658,-0.000592
0.004988,4.743658,-0.002522
0.004988,4.743658,-0.003487
0.004988,4.743658,-0.003487
0.004988,4.743658,-0.003487
0.004988,4.743658,-0.001557
0.004989,4.743658,-0.000592
0.004989,4.743658,-0.000592
0.004989,4.743658,-0.000592
0.004989,4.743658,-0.002522
0.004989,4.743658,-0.002522
0.004989,4.743658,-0.002522
0.004990,4.743658,-0.002522
0.004990,4.743658,-0.000592
0.004990,4.743658,0.000372
0.004990,4.743658,0.000372
0.004990,4.743658,-0.000592
0.004990,4.743658,-0.001557
0.004990,4.743658,-0.002522
0.004991,4.743658,-0.003487
0.004991,4.743658,-0.003487
0.004991,4.743658,-0.003487
0.004991,4.743658,-0.002522
0.004991,4.743658,-0.001557
0.004991,4.743658,0.000372
0.004991,4.743658,0.000372
0.004992,4.743658,-0.000592
0.004992,4.743658,-0.001557
0.004992,4.743658,-0.001557
0.004992,4.743658,-0.002522
0.004992,4.743658,-0.003487
0.004992,4.743658,-0.003487
0.004993,4.743658,-0.003487
0.004993,4.743658,-0.002522
0.004993,4.743658,-0.000592
0.004993,4.743658,-0.000592
0.004993,4.743658,-0.000592
0.004993,4.743658,-0.001557
0.004993,4.743658,-0.002522
0.004994,4.743658,-0.002522
0.004994,4.743658,-0.002522
0.004994,4.743658,-0.001557
0.004994,4.743658,-0.000592
0.004994,4.743658,-0.000592
0.004994,4.743658,-0.001557
0.004994,4.743658,-0.002522
0.004995,4.743658,-0.003487
0.004995,4.743658,-0.003487
