Description	
Number of Runs	2000
Preset Time	10
Pause Time	0
Alarm Level	1000
High Voltage	900
Step Voltage	0
Volume	0

Run	High		Elapsed
Number	Voltage	Counts	Time	Date/Time
1	900	4	10	12/17/23 08:05:23 AM	
2	900	2	10	12/17/23 08:05:34 AM	
3	900	3	10	12/17/23 08:05:44 AM	
4	900	6	10	12/17/23 08:05:54 AM	
5	900	4	10	12/17/23 08:06:04 AM	
6	900	4	10	12/17/23 08:06:15 AM	
7	900	3	10	12/17/23 08:06:25 AM	
8	900	0	10	12/17/23 08:06:35 AM	
9	900	3	10	12/17/23 08:06:45 AM	
10	900	1	10	12/17/23 08:06:55 AM	
11	900	3	10	12/17/23 08:07:06 AM	
12	900	3	10	12/17/23 08:07:16 AM	
13	900	2	10	12/17/23 08:07:26 AM	
14	900	5	10	12/17/23 08:07:36 AM	
15	900	2	10	12/17/23 08:07:46 AM	
16	900	4	10	12/17/23 08:07:57 AM	
17	900	1	10	12/17/23 08:08:07 AM	
18	900	3	10	12/17/23 08:08:17 AM	
19	900	5	10	12/17/23 08:08:27 AM	
20	900	1	10	12/17/23 08:08:38 AM	
21	900	2	10	12/17/23 08:08:48 AM	
22	900	4	10	12/17/23 08:08:58 AM	
23	900	3	10	12/17/23 08:09:08 AM	
24	900	0	10	12/17/23 08:09:18 AM	
25	900	6	10	12/17/23 08:09:29 AM	
26	900	4	10	12/17/23 08:09:39 AM	
27	900	3	10	12/17/23 08:09:49 AM	
28	900	4	10	12/17/23 08:09:59 AM	
29	900	1	10	12/17/23 08:10:10 AM	
30	900	1	10	12/17/23 08:10:20 AM	
31	900	1	10	12/17/23 08:10:30 AM	
32	900	2	10	12/17/23 08:10:40 AM	
33	900	0	10	12/17/23 08:10:51 AM	
34	900	5	10	12/17/23 08:11:01 AM	
35	900	1	10	12/17/23 08:11:11 AM	
36	900	2	10	12/17/23 08:11:21 AM	
37	900	5	10	12/17/23 08:11:32 AM	
38	900	4	10	12/17/23 08:11:42 AM	
39	900	3	10	12/17/23 08:11:52 AM	
40	900	3	10	12/17/23 08:12:02 AM	
41	900	2	10	12/17/23 08:12:13 AM	
42	900	3	10	12/17/23 08:12:23 AM	
43	900	3	10	12/17/23 08:12:33 AM	
44	900	4	10	12/17/23 08:12:43 AM	
45	900	2	10	12/17/23 08:12:54 AM	
46	900	5	10	12/17/23 08:13:04 AM	
47	900	3	10	12/17/23 08:13:14 AM	
48	900	0	10	12/17/23 08:13:24 AM	
49	900	2	10	12/17/23 08:13:35 AM	
50	900	0	10	12/17/23 08:13:45 AM	
51	900	1	10	12/17/23 08:13:55 AM	
52	900	2	10	12/17/23 08:14:05 AM	
53	900	2	10	12/17/23 08:14:15 AM	
54	900	4	10	12/17/23 08:14:26 AM	
55	900	6	10	12/17/23 08:14:36 AM	
56	900	2	10	12/17/23 08:14:46 AM	
57	900	3	10	12/17/23 08:14:57 AM	
58	900	0	10	12/17/23 08:15:07 AM	
59	900	3	10	12/17/23 08:15:17 AM	
60	900	4	10	12/17/23 08:15:27 AM	
61	900	0	10	12/17/23 08:15:38 AM	
62	900	3	10	12/17/23 08:15:48 AM	
63	900	2	10	12/17/23 08:15:58 AM	
64	900	2	10	12/17/23 08:16:08 AM	
65	900	5	10	12/17/23 08:16:18 AM	
66	900	3	10	12/17/23 08:16:29 AM	
67	900	2	10	12/17/23 08:16:39 AM	
68	900	1	10	12/17/23 08:16:49 AM	
69	900	5	10	12/17/23 08:16:59 AM	
70	900	5	10	12/17/23 08:17:10 AM	
