Description	
Number of Runs	2000
Preset Time	10
Pause Time	0
Alarm Level	60
High Voltage	900
Step Voltage	0
Volume	0

Run	High		Elapsed
Number	Voltage	Counts	Time	Date/Time
1	900	4	10	12/17/23 08:06:43 AM	
2	900	2	10	12/17/23 08:06:54 AM	
3	900	1	10	12/17/23 08:07:04 AM	
4	900	4	10	12/17/23 08:07:14 AM	
5	900	2	10	12/17/23 08:07:24 AM	
6	900	8	10	12/17/23 08:07:35 AM	
7	900	5	10	12/17/23 08:07:45 AM	
8	900	1	10	12/17/23 08:07:55 AM	
9	900	2	10	12/17/23 08:08:05 AM	
10	900	2	10	12/17/23 08:08:16 AM	
11	900	2	10	12/17/23 08:08:26 AM	
12	900	1	10	12/17/23 08:08:36 AM	
13	900	10	10	12/17/23 08:08:46 AM	
14	900	4	10	12/17/23 08:08:57 AM	
15	900	7	10	12/17/23 08:09:07 AM	
16	900	2	10	12/17/23 08:09:17 AM	
17	900	4	10	12/17/23 08:09:27 AM	
18	900	3	10	12/17/23 08:09:37 AM	
19	900	7	10	12/17/23 08:09:48 AM	
20	900	2	10	12/17/23 08:09:58 AM	
21	900	5	10	12/17/23 08:10:08 AM	
22	900	3	10	12/17/23 08:10:18 AM	
23	900	4	10	12/17/23 08:10:28 AM	
24	900	8	10	12/17/23 08:10:38 AM	
25	900	3	10	12/17/23 08:10:49 AM	
26	900	3	10	12/17/23 08:10:59 AM	
27	900	3	10	12/17/23 08:11:09 AM	
28	900	4	10	12/17/23 08:11:19 AM	
29	900	2	10	12/17/23 08:11:29 AM	
30	900	3	10	12/17/23 08:11:40 AM	
31	900	5	10	12/17/23 08:11:50 AM	
32	900	2	10	12/17/23 08:12:00 AM	
33	900	1	10	12/17/23 08:12:10 AM	
34	900	1	10	12/17/23 08:12:21 AM	
35	900	8	10	12/17/23 08:12:31 AM	
36	900	1	10	12/17/23 08:12:41 AM	
37	900	7	10	12/17/23 08:12:51 AM	
38	900	3	10	12/17/23 08:13:02 AM	
39	900	2	10	12/17/23 08:13:12 AM	
40	900	2	10	12/17/23 08:13:22 AM	
41	900	4	10	12/17/23 08:13:32 AM	
42	900	4	10	12/17/23 08:13:43 AM	
43	900	2	10	12/17/23 08:13:53 AM	
44	900	4	10	12/17/23 08:14:03 AM	
45	900	2	10	12/17/23 08:14:13 AM	
46	900	3	10	12/17/23 08:14:23 AM	
47	900	4	10	12/17/23 08:14:34 AM	
48	900	2	10	12/17/23 08:14:44 AM	
49	900	1	10	12/17/23 08:14:54 AM	
50	900	3	10	12/17/23 08:15:04 AM	
51	900	0	10	12/17/23 08:15:15 AM	
52	900	3	10	12/17/23 08:15:25 AM	
53	900	4	10	12/17/23 08:15:35 AM	
54	900	2	10	12/17/23 08:15:45 AM	
55	900	4	10	12/17/23 08:15:56 AM	
56	900	6	10	12/17/23 08:16:06 AM	
57	900	2	10	12/17/23 08:16:16 AM	
58	900	8	10	12/17/23 08:16:26 AM	
59	900	2	10	12/17/23 08:16:36 AM	
60	900	4	10	12/17/23 08:16:47 AM	
61	900	5	10	12/17/23 08:16:57 AM	
62	900	3	10	12/17/23 08:17:07 AM	
63	900	3	10	12/17/23 08:17:17 AM	
64	900	0	10	12/17/23 08:17:28 AM	
65	900	2	10	12/17/23 08:17:38 AM	
66	900	5	10	12/17/23 08:17:48 AM	
67	900	6	10	12/17/23 08:17:58 AM	
68	900	1	10	12/17/23 08:18:09 AM	
69	900	4	10	12/17/23 08:18:19 AM	
70	900	3	10	12/17/23 08:18:29 AM	
71	900	4	10	12/17/23 08:18:39 AM	
72	900	1	10	12/17/23 08:18:49 AM	
73	900	4	10	12/17/23 08:18:59 AM	
74	900	2	10	12/17/23 08:19:10 AM	
75	900	1	10	12/17/23 08:19:20 AM	
76	900	2	10	12/17/23 08:19:30 AM	
77	900	4	10	12/17/23 08:19:40 AM	
78	900	6	10	12/17/23 08:19:50 AM	
79	900	8	10	12/17/23 08:20:01 AM	
80	900	3	10	12/17/23 08:20:11 AM	
81	900	5	10	12/17/23 08:20:21 AM	
82	900	0	10	12/17/23 08:20:31 AM	
83	900	4	10	12/17/23 08:20:41 AM	
84	900	2	10	12/17/23 08:20:52 AM	
85	900	0	10	12/17/23 08:21:02 AM	
86	900	2	10	12/17/23 08:21:12 AM	
87	900	6	10	12/17/23 08:21:22 AM	
88	900	4	10	12/17/23 08:21:32 AM	
89	900	2	10	12/17/23 08:21:43 AM	
90	900	0	10	12/17/23 08:21:53 AM	
91	900	3	10	12/17/23 08:22:03 AM	
92	900	6	10	12/17/23 08:22:13 AM	
93	900	2	10	12/17/23 08:22:24 AM	
94	900	1	10	12/17/23 08:22:34 AM	
95	900	5	10	12/17/23 08:22:44 AM	
96	900	1	10	12/17/23 08:22:54 AM	
97	900	3	10	12/17/23 08:23:04 AM	
98	900	7	10	12/17/23 08:23:15 AM	
99	900	3	10	12/17/23 08:23:25 AM	
100	900	3	10	12/17/23 08:23:35 AM	
101	900	2	10	12/17/23 08:23:45 AM	
102	900	2	10	12/17/23 08:23:56 AM	
103	900	1	10	12/17/23 08:24:06 AM	
104	900	8	10	12/17/23 08:24:16 AM	
105	900	7	10	12/17/23 08:24:26 AM	
106	900	5	10	12/17/23 08:24:37 AM	
107	900	1	10	12/17/23 08:24:47 AM	
108	900	3	10	12/17/23 08:24:57 AM	
109	900	2	10	12/17/23 08:25:07 AM	
110	900	1	10	12/17/23 08:25:18 AM	
111	900	3	10	12/17/23 08:25:28 AM	
112	900	5	10	12/17/23 08:25:38 AM	
113	900	0	10	12/17/23 08:25:48 AM	
114	900	2	10	12/17/23 08:25:59 AM	
115	900	4	10	12/17/23 08:26:09 AM	
116	900	1	10	12/17/23 08:26:19 AM	
117	900	3	10	12/17/23 08:26:29 AM	
118	900	1	10	12/17/23 08:26:39 AM	
119	900	5	10	12/17/23 08:26:50 AM	
120	900	3	10	12/17/23 08:27:00 AM	
121	900	7	10	12/17/23 08:27:10 AM	
122	900	4	10	12/17/23 08:27:20 AM	
123	900	2	10	12/17/23 08:27:30 AM	
124	900	3	10	12/17/23 08:27:41 AM	
125	900	9	10	12/17/23 08:27:51 AM	
126	900	4	10	12/17/23 08:28:01 AM	
127	900	2	10	12/17/23 08:28:11 AM	
128	900	8	10	12/17/23 08:28:21 AM	
129	900	4	10	12/17/23 08:28:32 AM	
130	900	3	10	12/17/23 08:28:42 AM	
131	900	5	10	12/17/23 08:28:52 AM	
132	900	3	10	12/17/23 08:29:02 AM	
133	900	1	10	12/17/23 08:29:12 AM	
134	900	6	10	12/17/23 08:29:23 AM	
135	900	6	10	12/17/23 08:29:33 AM	
136	900	1	10	12/17/23 08:29:43 AM	
137	900	8	10	12/17/23 08:29:53 AM	
