Description	
Number of Runs	2000
Preset Time	10
Pause Time	0
Alarm Level	60
High Voltage	900
Step Voltage	0
Volume	0

Run	High		Elapsed
Number	Voltage	Counts	Time	Date/Time
138	900	4	10	12/17/23 08:30:03 AM	
139	900	2	10	12/17/23 08:30:14 AM	
140	900	3	10	12/17/23 08:30:24 AM	
141	900	3	10	12/17/23 08:30:34 AM	
142	900	2	10	12/17/23 08:30:44 AM	
143	900	2	10	12/17/23 08:30:55 AM	
144	900	0	10	12/17/23 08:31:05 AM	
145	900	3	10	12/17/23 08:31:15 AM	
146	900	2	10	12/17/23 08:31:25 AM	
147	900	1	10	12/17/23 08:31:35 AM	
148	900	2	10	12/17/23 08:31:46 AM	
149	900	2	10	12/17/23 08:31:56 AM	
150	900	2	10	12/17/23 08:32:06 AM	
151	900	1	10	12/17/23 08:32:16 AM	
152	900	5	10	12/17/23 08:32:26 AM	
153	900	1	10	12/17/23 08:32:37 AM	
154	900	3	10	12/17/23 08:32:47 AM	
155	900	1	10	12/17/23 08:32:57 AM	
156	900	4	10	12/17/23 08:33:07 AM	
157	900	5	10	12/17/23 08:33:18 AM	
158	900	4	10	12/17/23 08:33:28 AM	
159	900	3	10	12/17/23 08:33:38 AM	
160	900	3	10	12/17/23 08:33:48 AM	
161	900	2	10	12/17/23 08:33:59 AM	
162	900	3	10	12/17/23 08:34:09 AM	
163	900	5	10	12/17/23 08:34:19 AM	
164	900	2	10	12/17/23 08:34:29 AM	
165	900	5	10	12/17/23 08:34:39 AM	
166	900	2	10	12/17/23 08:34:50 AM	
167	900	3	10	12/17/23 08:35:00 AM	
168	900	3	10	12/17/23 08:35:10 AM	
169	900	6	10	12/17/23 08:35:20 AM	
170	900	5	10	12/17/23 08:35:30 AM	
171	900	4	10	12/17/23 08:35:41 AM	
172	900	3	10	12/17/23 08:35:51 AM	
173	900	2	10	12/17/23 08:36:01 AM	
174	900	3	10	12/17/23 08:36:11 AM	
175	900	3	10	12/17/23 08:36:22 AM	
176	900	3	10	12/17/23 08:36:32 AM	
177	900	5	10	12/17/23 08:36:42 AM	
178	900	1	10	12/17/23 08:36:52 AM	
179	900	2	10	12/17/23 08:37:02 AM	
180	900	4	10	12/17/23 08:37:12 AM	
181	900	3	10	12/17/23 08:37:23 AM	
182	900	6	10	12/17/23 08:37:33 AM	
183	900	2	10	12/17/23 08:37:43 AM	
184	900	5	10	12/17/23 08:37:53 AM	
185	900	3	10	12/17/23 08:38:03 AM	
186	900	5	10	12/17/23 08:38:14 AM	
187	900	5	10	12/17/23 08:38:24 AM	
188	900	0	10	12/17/23 08:38:34 AM	
189	900	7	10	12/17/23 08:38:44 AM	
190	900	3	10	12/17/23 08:38:54 AM	
191	900	4	10	12/17/23 08:39:05 AM	
192	900	2	10	12/17/23 08:39:15 AM	
193	900	2	10	12/17/23 08:39:25 AM	
194	900	7	10	12/17/23 08:39:35 AM	
195	900	2	10	12/17/23 08:39:45 AM	
196	900	2	10	12/17/23 08:39:56 AM	
197	900	4	10	12/17/23 08:40:06 AM	
198	900	1	10	12/17/23 08:40:16 AM	
199	900	3	10	12/17/23 08:40:26 AM	
200	900	2	10	12/17/23 08:40:36 AM	
201	900	5	10	12/17/23 08:40:47 AM	
202	900	0	10	12/17/23 08:40:57 AM	
203	900	3	10	12/17/23 08:41:07 AM	
204	900	3	10	12/17/23 08:41:17 AM	
205	900	2	10	12/17/23 08:41:27 AM	
206	900	5	10	12/17/23 08:41:38 AM	
207	900	3	10	12/17/23 08:41:48 AM	
208	900	3	10	12/17/23 08:41:58 AM	
209	900	5	10	12/17/23 08:42:08 AM	
210	900	4	10	12/17/23 08:42:19 AM	
211	900	1	10	12/17/23 08:42:29 AM	
212	900	3	10	12/17/23 08:42:39 AM	
213	900	6	10	12/17/23 08:42:49 AM	
214	900	4	10	12/17/23 08:43:00 AM	
215	900	5	10	12/17/23 08:43:10 AM	
216	900	4	10	12/17/23 08:43:20 AM	
217	900	4	10	12/17/23 08:43:30 AM	
218	900	3	10	12/17/23 08:43:41 AM	
219	900	2	10	12/17/23 08:43:51 AM	
220	900	2	10	12/17/23 08:44:01 AM	
221	900	3	10	12/17/23 08:44:11 AM	
222	900	3	10	12/17/23 08:44:22 AM	
223	900	2	10	12/17/23 08:44:32 AM	
224	900	5	10	12/17/23 08:44:42 AM	
225	900	5	10	12/17/23 08:44:52 AM	
226	900	4	10	12/17/23 08:45:03 AM	
227	900	1	10	12/17/23 08:45:13 AM	
228	900	5	10	12/17/23 08:45:23 AM	
229	900	2	10	12/17/23 08:45:33 AM	
230	900	4	10	12/17/23 08:45:43 AM	
231	900	6	10	12/17/23 08:45:54 AM	
232	900	6	10	12/17/23 08:46:04 AM	
233	900	5	10	12/17/23 08:46:14 AM	
234	900	4	10	12/17/23 08:46:24 AM	
235	900	4	10	12/17/23 08:46:34 AM	
236	900	3	10	12/17/23 08:46:45 AM	
237	900	3	10	12/17/23 08:46:55 AM	
238	900	5	10	12/17/23 08:47:05 AM	
239	900	3	10	12/17/23 08:47:15 AM	
240	900	4	10	12/17/23 08:47:26 AM	
241	900	6	10	12/17/23 08:47:36 AM	
242	900	3	10	12/17/23 08:47:46 AM	
243	900	5	10	12/17/23 08:47:56 AM	
244	900	2	10	12/17/23 08:48:07 AM	
245	900	1	10	12/17/23 08:48:17 AM	
246	900	2	10	12/17/23 08:48:27 AM	
247	900	4	10	12/17/23 08:48:37 AM	
248	900	4	10	12/17/23 08:48:47 AM	
249	900	5	10	12/17/23 08:48:58 AM	
250	900	4	10	12/17/23 08:49:08 AM	
251	900	1	10	12/17/23 08:49:18 AM	
252	900	8	10	12/17/23 08:49:28 AM	
253	900	5	10	12/17/23 08:49:39 AM	
254	900	2	10	12/17/23 08:49:49 AM	
255	900	4	10	12/17/23 08:49:59 AM	
256	900	1	10	12/17/23 08:50:09 AM	
257	900	7	10	12/17/23 08:50:19 AM	
258	900	3	10	12/17/23 08:50:30 AM	
259	900	6	10	12/17/23 08:50:40 AM	
260	900	4	10	12/17/23 08:50:50 AM	
261	900	5	10	12/17/23 08:51:00 AM	
262	900	7	10	12/17/23 08:51:11 AM	
263	900	4	10	12/17/23 08:51:21 AM	
264	900	3	10	12/17/23 08:51:31 AM	
265	900	1	10	12/17/23 08:51:41 AM	
266	900	3	10	12/17/23 08:51:51 AM	
267	900	3	10	12/17/23 08:52:02 AM	
268	900	2	10	12/17/23 08:52:12 AM	
269	900	6	10	12/17/23 08:52:22 AM	
270	900	1	10	12/17/23 08:52:32 AM	
271	900	1	10	12/17/23 08:52:43 AM	
272	900	5	10	12/17/23 08:52:53 AM	
273	900	4	10	12/17/23 08:53:03 AM	
274	900	1	10	12/17/23 08:53:13 AM	
275	900	1	10	12/17/23 08:53:23 AM	
276	900	0	10	12/17/23 08:53:34 AM	
277	900	3	10	12/17/23 08:53:44 AM	
278	900	1	10	12/17/23 08:53:54 AM	
279	900	3	10	12/17/23 08:54:04 AM	
280	900	3	10	12/17/23 08:54:14 AM	
281	900	4	10	12/17/23 08:54:24 AM	
282	900	0	10	12/17/23 08:54:35 AM	
283	900	4	10	12/17/23 08:54:45 AM	
284	900	2	10	12/17/23 08:54:55 AM	
285	900	3	10	12/17/23 08:55:05 AM	
286	900	3	10	12/17/23 08:55:16 AM	
287	900	7	10	12/17/23 08:55:26 AM	
288	900	4	10	12/17/23 08:55:36 AM	
289	900	3	10	12/17/23 08:55:46 AM	
290	900	9	10	12/17/23 08:55:56 AM	
291	900	3	10	12/17/23 08:56:06 AM	
292	900	2	10	12/17/23 08:56:17 AM	
293	900	2	10	12/17/23 08:56:27 AM	
294	900	2	10	12/17/23 08:56:37 AM	
295	900	2	10	12/17/23 08:56:47 AM	
296	900	0	10	12/17/23 08:56:57 AM	
297	900	1	10	12/17/23 08:57:08 AM	
298	900	4	10	12/17/23 08:57:18 AM	
299	900	4	10	12/17/23 08:57:28 AM	
300	900	5	10	12/17/23 08:57:38 AM	
301	900	4	10	12/17/23 08:57:49 AM	
302	900	4	10	12/17/23 08:57:59 AM	
303	900	1	10	12/17/23 08:58:09 AM	
304	900	2	10	12/17/23 08:58:19 AM	
305	900	2	10	12/17/23 08:58:30 AM	
306	900	2	10	12/17/23 08:58:40 AM	
307	900	1	10	12/17/23 08:58:50 AM	
308	900	5	10	12/17/23 08:59:00 AM	
309	900	1	10	12/17/23 08:59:10 AM	
310	900	4	10	12/17/23 08:59:21 AM	
311	900	4	10	12/17/23 08:59:31 AM	
312	900	4	10	12/17/23 08:59:41 AM	
313	900	5	10	12/17/23 08:59:51 AM	
314	900	7	10	12/17/23 09:00:01 AM	
315	900	2	10	12/17/23 09:00:12 AM	
316	900	4	10	12/17/23 09:00:22 AM	
317	900	3	10	12/17/23 09:00:32 AM	
318	900	1	10	12/17/23 09:00:42 AM	
319	900	5	10	12/17/23 09:00:52 AM	
320	900	5	10	12/17/23 09:01:03 AM	
321	900	6	10	12/17/23 09:01:13 AM	
322	900	1	10	12/17/23 09:01:23 AM	
323	900	6	10	12/17/23 09:01:33 AM	
324	900	0	10	12/17/23 09:01:44 AM	
325	900	1	10	12/17/23 09:01:54 AM	
326	900	3	10	12/17/23 09:02:04 AM	
327	900	6	10	12/17/23 09:02:14 AM	
328	900	2	10	12/17/23 09:02:25 AM	
329	900	3	10	12/17/23 09:02:35 AM	
330	900	2	10	12/17/23 09:02:45 AM	
331	900	2	10	12/17/23 09:02:55 AM	
332	900	2	10	12/17/23 09:03:05 AM	
333	900	3	10	12/17/23 09:03:15 AM	
334	900	3	10	12/17/23 09:03:26 AM	
335	900	2	10	12/17/23 09:03:36 AM	
336	900	1	10	12/17/23 09:03:46 AM	
337	900	2	10	12/17/23 09:03:56 AM	
338	900	1	10	12/17/23 09:04:06 AM	
339	900	4	10	12/17/23 09:04:17 AM	
340	900	7	10	12/17/23 09:04:27 AM	
341	900	7	10	12/17/23 09:04:37 AM	
342	900	3	10	12/17/23 09:04:47 AM	
343	900	3	10	12/17/23 09:04:57 AM	
344	900	7	10	12/17/23 09:05:08 AM	
345	900	3	10	12/17/23 09:05:18 AM	
346	900	3	10	12/17/23 09:05:28 AM	
347	900	3	10	12/17/23 09:05:38 AM	
348	900	3	10	12/17/23 09:05:49 AM	
349	900	7	10	12/17/23 09:05:59 AM	
350	900	3	10	12/17/23 09:06:09 AM	
351	900	3	10	12/17/23 09:06:19 AM	
352	900	1	10	12/17/23 09:06:29 AM	
353	900	2	10	12/17/23 09:06:40 AM	
354	900	4	10	12/17/23 09:06:50 AM	
355	900	3	10	12/17/23 09:07:00 AM	
356	900	2	10	12/17/23 09:07:10 AM	
357	900	5	10	12/17/23 09:07:20 AM	
358	900	3	10	12/17/23 09:07:31 AM	
359	900	2	10	12/17/23 09:07:41 AM	
360	900	1	10	12/17/23 09:07:51 AM	
361	900	1	10	12/17/23 09:08:01 AM	
362	900	3	10	12/17/23 09:08:12 AM	
363	900	5	10	12/17/23 09:08:22 AM	
364	900	5	10	12/17/23 09:08:32 AM	
365	900	3	10	12/17/23 09:08:42 AM	
366	900	1	10	12/17/23 09:08:52 AM	
367	900	4	10	12/17/23 09:09:03 AM	
368	900	2	10	12/17/23 09:09:13 AM	
369	900	4	10	12/17/23 09:09:23 AM	
370	900	2	10	12/17/23 09:09:33 AM	
371	900	2	10	12/17/23 09:09:44 AM	
372	900	4	10	12/17/23 09:09:54 AM	
373	900	2	10	12/17/23 09:10:04 AM	
374	900	2	10	12/17/23 09:10:14 AM	
375	900	4	10	12/17/23 09:10:24 AM	
376	900	4	10	12/17/23 09:10:35 AM	
377	900	6	10	12/17/23 09:10:45 AM	
378	900	7	10	12/17/23 09:10:55 AM	
379	900	1	10	12/17/23 09:11:05 AM	
380	900	3	10	12/17/23 09:11:15 AM	
381	900	3	10	12/17/23 09:11:26 AM	
382	900	6	10	12/17/23 09:11:36 AM	
383	900	7	10	12/17/23 09:11:46 AM	
384	900	3	10	12/17/23 09:11:56 AM	
385	900	2	10	12/17/23 09:12:07 AM	
386	900	4	10	12/17/23 09:12:17 AM	
387	900	2	10	12/17/23 09:12:27 AM	
388	900	3	10	12/17/23 09:12:37 AM	
389	900	2	10	12/17/23 09:12:48 AM	
390	900	4	10	12/17/23 09:12:58 AM	
391	900	4	10	12/17/23 09:13:08 AM	
392	900	3	10	12/17/23 09:13:18 AM	
393	900	2	10	12/17/23 09:13:29 AM	
394	900	2	10	12/17/23 09:13:39 AM	
395	900	3	10	12/17/23 09:13:49 AM	
396	900	3	10	12/17/23 09:13:59 AM	
397	900	4	10	12/17/23 09:14:09 AM	
398	900	4	10	12/17/23 09:14:19 AM	
399	900	1	10	12/17/23 09:14:30 AM	
400	900	6	10	12/17/23 09:14:40 AM	
401	900	4	10	12/17/23 09:14:50 AM	
402	900	4	10	12/17/23 09:15:00 AM	
403	900	1	10	12/17/23 09:15:11 AM	
404	900	5	10	12/17/23 09:15:21 AM	
405	900	1	10	12/17/23 09:15:31 AM	
406	900	6	10	12/17/23 09:15:41 AM	
407	900	2	10	12/17/23 09:15:52 AM	
408	900	4	10	12/17/23 09:16:02 AM	
409	900	2	10	12/17/23 09:16:12 AM	
410	900	3	10	12/17/23 09:16:22 AM	
411	900	2	10	12/17/23 09:16:33 AM	
412	900	10	10	12/17/23 09:16:43 AM	
413	900	3	10	12/17/23 09:16:53 AM	
414	900	2	10	12/17/23 09:17:03 AM	
415	900	3	10	12/17/23 09:17:13 AM	
416	900	2	10	12/17/23 09:17:24 AM	
417	900	2	10	12/17/23 09:17:34 AM	
418	900	3	10	12/17/23 09:17:44 AM	
419	900	6	10	12/17/23 09:17:54 AM	
420	900	2	10	12/17/23 09:18:04 AM	
421	900	2	10	12/17/23 09:18:15 AM	
422	900	5	10	12/17/23 09:18:25 AM	
423	900	3	10	12/17/23 09:18:35 AM	
424	900	2	10	12/17/23 09:18:45 AM	
425	900	4	10	12/17/23 09:18:55 AM	
426	900	3	10	12/17/23 09:19:06 AM	
427	900	1	10	12/17/23 09:19:16 AM	
428	900	4	10	12/17/23 09:19:26 AM	
429	900	4	10	12/17/23 09:19:36 AM	
430	900	4	10	12/17/23 09:19:46 AM	
431	900	2	10	12/17/23 09:19:56 AM	
432	900	1	10	12/17/23 09:20:07 AM	
433	900	4	10	12/17/23 09:20:17 AM	
434	900	2	10	12/17/23 09:20:27 AM	
435	900	4	10	12/17/23 09:20:37 AM	
436	900	3	10	12/17/23 09:20:47 AM	
437	900	2	10	12/17/23 09:20:58 AM	
438	900	2	10	12/17/23 09:21:08 AM	
439	900	3	10	12/17/23 09:21:18 AM	
440	900	5	10	12/17/23 09:21:28 AM	
441	900	7	10	12/17/23 09:21:39 AM	
442	900	2	10	12/17/23 09:21:49 AM	
443	900	3	10	12/17/23 09:21:59 AM	
444	900	2	10	12/17/23 09:22:09 AM	
445	900	5	10	12/17/23 09:22:20 AM	
446	900	2	10	12/17/23 09:22:30 AM	
447	900	4	10	12/17/23 09:22:40 AM	
448	900	3	10	12/17/23 09:22:50 AM	
449	900	3	10	12/17/23 09:23:00 AM	
450	900	1	10	12/17/23 09:23:11 AM	
451	900	4	10	12/17/23 09:23:21 AM	
452	900	1	10	12/17/23 09:23:31 AM	
453	900	3	10	12/17/23 09:23:41 AM	
454	900	3	10	12/17/23 09:23:51 AM	
455	900	3	10	12/17/23 09:24:02 AM	
456	900	1	10	12/17/23 09:24:12 AM	
457	900	3	10	12/17/23 09:24:22 AM	
458	900	7	10	12/17/23 09:24:32 AM	
459	900	5	10	12/17/23 09:24:42 AM	
460	900	4	10	12/17/23 09:24:53 AM	
461	900	7	10	12/17/23 09:25:03 AM	
462	900	3	10	12/17/23 09:25:13 AM	
463	900	2	10	12/17/23 09:25:23 AM	
464	900	1	10	12/17/23 09:25:33 AM	
465	900	8	10	12/17/23 09:25:43 AM	
466	900	0	10	12/17/23 09:25:54 AM	
467	900	2	10	12/17/23 09:26:04 AM	
468	900	2	10	12/17/23 09:26:14 AM	
469	900	5	10	12/17/23 09:26:24 AM	
470	900	3	10	12/17/23 09:26:34 AM	
471	900	1	10	12/17/23 09:26:45 AM	
472	900	4	10	12/17/23 09:26:55 AM	
473	900	2	10	12/17/23 09:27:05 AM	
474	900	2	10	12/17/23 09:27:16 AM	
475	900	2	10	12/17/23 09:27:26 AM	
476	900	3	10	12/17/23 09:27:36 AM	
477	900	3	10	12/17/23 09:27:46 AM	
478	900	3	10	12/17/23 09:27:56 AM	
479	900	2	10	12/17/23 09:28:07 AM	
480	900	6	10	12/17/23 09:28:17 AM	
481	900	5	10	12/17/23 09:28:27 AM	
482	900	2	10	12/17/23 09:28:37 AM	
483	900	4	10	12/17/23 09:28:48 AM	
484	900	3	10	12/17/23 09:28:58 AM	
485	900	6	10	12/17/23 09:29:08 AM	
486	900	4	10	12/17/23 09:29:18 AM	
487	900	3	10	12/17/23 09:29:28 AM	
488	900	6	10	12/17/23 09:29:39 AM	
489	900	5	10	12/17/23 09:29:49 AM	
490	900	2	10	12/17/23 09:29:59 AM	
491	900	2	10	12/17/23 09:30:09 AM	
492	900	4	10	12/17/23 09:30:19 AM	
493	900	4	10	12/17/23 09:30:30 AM	
494	900	4	10	12/17/23 09:30:40 AM	
495	900	4	10	12/17/23 09:30:50 AM	
496	900	5	10	12/17/23 09:31:01 AM	
497	900	6	10	12/17/23 09:31:11 AM	
498	900	3	10	12/17/23 09:31:21 AM	
499	900	1	10	12/17/23 09:31:31 AM	
500	900	3	10	12/17/23 09:31:42 AM	
501	900	4	10	12/17/23 09:31:52 AM	
502	900	1	10	12/17/23 09:32:02 AM	
503	900	2	10	12/17/23 09:32:12 AM	
504	900	4	10	12/17/23 09:32:22 AM	
505	900	0	10	12/17/23 09:32:32 AM	
506	900	6	10	12/17/23 09:32:43 AM	
507	900	3	10	12/17/23 09:32:53 AM	
508	900	0	10	12/17/23 09:33:03 AM	
509	900	2	10	12/17/23 09:33:13 AM	
510	900	3	10	12/17/23 09:33:24 AM	
511	900	3	10	12/17/23 09:33:34 AM	
512	900	6	10	12/17/23 09:33:44 AM	
513	900	3	10	12/17/23 09:33:54 AM	
514	900	1	10	12/17/23 09:34:04 AM	
515	900	3	10	12/17/23 09:34:15 AM	
516	900	4	10	12/17/23 09:34:25 AM	
517	900	3	10	12/17/23 09:34:35 AM	
518	900	1	10	12/17/23 09:34:45 AM	
519	900	6	10	12/17/23 09:34:56 AM	
520	900	4	10	12/17/23 09:35:06 AM	
521	900	3	10	12/17/23 09:35:16 AM	
522	900	3	10	12/17/23 09:35:26 AM	
523	900	2	10	12/17/23 09:35:36 AM	
524	900	3	10	12/17/23 09:35:47 AM	
525	900	4	10	12/17/23 09:35:57 AM	
526	900	5	10	12/17/23 09:36:07 AM	
527	900	2	10	12/17/23 09:36:17 AM	
528	900	4	10	12/17/23 09:36:28 AM	
529	900	2	10	12/17/23 09:36:38 AM	
530	900	2	10	12/17/23 09:36:48 AM	
531	900	6	10	12/17/23 09:36:58 AM	
532	900	3	10	12/17/23 09:37:08 AM	
533	900	2	10	12/17/23 09:37:18 AM	
534	900	4	10	12/17/23 09:37:29 AM	
535	900	2	10	12/17/23 09:37:39 AM	
536	900	2	10	12/17/23 09:37:49 AM	
537	900	1	10	12/17/23 09:37:59 AM	
538	900	1	10	12/17/23 09:38:10 AM	
539	900	3	10	12/17/23 09:38:20 AM	
540	900	1	10	12/17/23 09:38:30 AM	
541	900	5	10	12/17/23 09:38:40 AM	
542	900	2	10	12/17/23 09:38:50 AM	
543	900	1	10	12/17/23 09:39:01 AM	
544	900	2	10	12/17/23 09:39:11 AM	
545	900	3	10	12/17/23 09:39:21 AM	
546	900	1	10	12/17/23 09:39:31 AM	
547	900	5	10	12/17/23 09:39:42 AM	
548	900	0	10	12/17/23 09:39:52 AM	
549	900	4	10	12/17/23 09:40:02 AM	
550	900	2	10	12/17/23 09:40:12 AM	
551	900	6	10	12/17/23 09:40:22 AM	
552	900	3	10	12/17/23 09:40:33 AM	
553	900	2	10	12/17/23 09:40:43 AM	
554	900	7	10	12/17/23 09:40:53 AM	
555	900	3	10	12/17/23 09:41:03 AM	
556	900	4	10	12/17/23 09:41:14 AM	
557	900	1	10	12/17/23 09:41:24 AM	
558	900	2	10	12/17/23 09:41:34 AM	
559	900	1	10	12/17/23 09:41:45 AM	
560	900	2	10	12/17/23 09:41:55 AM	
561	900	4	10	12/17/23 09:42:05 AM	
562	900	2	10	12/17/23 09:42:15 AM	
563	900	4	10	12/17/23 09:42:25 AM	
564	900	1	10	12/17/23 09:42:36 AM	
565	900	4	10	12/17/23 09:42:46 AM	
566	900	2	10	12/17/23 09:42:56 AM	
567	900	4	10	12/17/23 09:43:06 AM	
568	900	7	10	12/17/23 09:43:17 AM	
569	900	4	10	12/17/23 09:43:27 AM	
570	900	0	10	12/17/23 09:43:37 AM	
571	900	3	10	12/17/23 09:43:47 AM	
572	900	3	10	12/17/23 09:43:57 AM	
573	900	3	10	12/17/23 09:44:07 AM	
574	900	2	10	12/17/23 09:44:18 AM	
575	900	4	10	12/17/23 09:44:28 AM	
