Address:,USB0::0x0957::0x179B::MY58106374::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
Serial Number:,MY58106374,,-0.2203125,-0.00490703060495434,0.00972361851017922,
Firmware Version:,02.65.2021030741,,-0.2196875,-0.00495728185342159,0.0108040205668658,
Start Time:,2023-02-26 13:45:27.251,,-0.2190625,-0.00500753310188884,0.00972361851017922,
,,,-0.2184375,-0.00500753310188884,0.0108040205668658,
,,,-0.2178125,-0.00500753310188884,0.0108040205668658,
,,,-0.2171875,-0.00510803559882334,0.0108040205668658,
,,,-0.2165625,-0.00510803559882334,0.0108040205668658,
,,,-0.2159375,-0.00515828684729058,0.0108040205668658,
,,,-0.2153125,-0.00515828684729058,0.0118844226235524,
,,,-0.2146875,-0.00525878934422508,0.0118844226235524,
,,,-0.2140625,-0.00530904059269233,0.0108040205668658,
,,,-0.2134375,-0.00535929184115957,0.00972361851017922,
,,,-0.2128125,-0.00535929184115957,0.0108040205668658,
,,,-0.2121875,-0.00535929184115957,0.0108040205668658,
,,,-0.2115625,-0.00540954308962682,0.00972361851017922,
,,,-0.2109375,-0.00545979433809407,0.00972361851017922,
,,,-0.2103125,-0.00551004558656132,0.0108040205668658,
,,,-0.2096875,-0.00556029683502857,0.00972361851017922,
,,,-0.2090625,-0.00561054808349581,0.00972361851017922,
,,,-0.2084375,-0.00566079933196306,0.00972361851017922,
,,,-0.2078125,-0.00566079933196306,0.00972361851017922,
,,,-0.2071875,-0.00571105058043031,0.00972361851017922,
,,,-0.2065625,-0.00576130182889756,0.00972361851017922,
,,,-0.2059375,-0.00581155307736481,0.0108040205668658,
,,,-0.2053125,-0.00586180432583205,0.00972361851017922,
,,,-0.2046875,-0.0059120555742993,0.0108040205668658,
,,,-0.2040625,-0.00596230682276655,0.0108040205668658,
,,,-0.2034375,-0.0060125580712338,0.00972361851017922,
,,,-0.2028125,-0.0060125580712338,0.0108040205668658,
,,,-0.2021875,-0.00606280931970105,0.00972361851017922,
,,,-0.2015625,-0.00611306056816829,0.00864321645349264,
,,,-0.2009375,-0.00616331181663554,0.00864321645349264,
