Frequency (Hz),VS0 (Air core) RMS (V),VS1 (N1) RMS (V),VS2 (N2) RMS (V)
5150,1.91,2.21,2.23
5200,1.91,2.21,2.23
5250,1.91,2.21,2.23
5300,1.91,2.21,2.23
5350,1.91,2.21,2.23
5400,1.91,2.21,2.23
5450,1.91,2.21,2.23
5500,1.91,2.21,2.23
5550,1.91,2.21,2.22
5600,1.92,2.21,2.22
5650,1.92,2.21,2.22
5700,1.92,2.21,2.22
5750,1.92,2.21,2.22
5800,1.92,2.21,2.22
5850,1.92,2.21,2.22
5900,1.92,2.21,2.22
5950,1.92,2.21,2.21
6000,1.92,2.21,2.21
6050,1.92,2.21,2.21
6100,1.92,2.21,2.21
6150,1.92,2.21,2.21
6200,1.92,2.21,2.21
6250,1.92,2.21,2.21
6300,1.92,2.21,2.21
6350,1.92,2.22,2.21
6400,1.92,2.21,2.2
6450,1.92,2.22,2.2
6500,1.92,2.22,2.2
6550,1.92,2.22,2.2
6600,1.92,2.22,2.2
6650,1.92,2.22,2.2
6700,1.93,2.22,2.2
6750,1.93,2.22,2.2
6800,1.93,2.22,2.19
6850,1.93,2.22,2.19
6900,1.93,2.22,2.19
6950,1.93,2.22,2.19
7000,1.93,2.22,2.19
7050,1.93,2.22,2.19
7100,1.93,2.22,2.19
7150,1.93,2.22,2.19
7200,1.93,2.22,2.19
7250,1.93,2.22,2.19
7300,1.93,2.22,2.18
7350,1.93,2.22,2.18
7400,1.93,2.22,2.18
7450,1.93,2.22,2.18
7500,1.93,2.22,2.18
7550,1.93,2.22,2.18
7600,1.93,2.22,2.18
7650,1.93,2.22,2.18
7700,1.93,2.22,2.18
7750,1.94,2.22,2.18
7800,1.94,2.22,2.18
7850,1.94,2.22,2.17
7900,1.94,2.22,2.17
7950,1.94,2.22,2.17
8000,1.94,2.22,2.17
8050,1.94,2.22,2.17
8100,1.94,2.22,2.17
8150,1.94,2.22,2.17
8200,1.94,2.22,2.17
8250,1.94,2.22,2.17
8300,1.94,2.22,2.16
8350,1.94,2.22,2.16
8400,1.94,2.22,2.16
8450,1.94,2.22,2.16
8500,1.94,2.22,2.16
8550,1.94,2.22,2.16
8600,1.94,2.22,2.16
8650,1.94,2.22,2.16
8700,1.94,2.22,2.16
8750,1.94,2.22,2.16
8800,1.95,2.22,2.15
8850,1.95,2.22,2.15
8900,1.95,2.22,2.15
8950,1.95,2.22,2.15
9000,1.95,2.22,2.15
9050,1.95,2.22,2.15
9100,1.95,2.22,2.15
9150,1.95,2.22,2.15
9200,1.95,2.22,2.15
9250,1.95,2.22,2.15
9300,1.95,2.22,2.15
9350,1.95,2.22,2.14
9400,1.95,2.22,2.14
9450,1.95,2.22,2.14
9500,1.95,2.22,2.14
9550,1.95,2.22,2.14
9600,1.95,2.22,2.14
9650,1.95,2.22,2.14
9700,1.95,2.22,2.14
9750,1.95,2.22,2.14
9800,1.95,2.22,2.14
9850,1.95,2.22,2.13
9900,1.95,2.22,2.13
9950,1.95,2.22,2.13
10000,1.95,2.22,2.13
