Time(s),CHAN1(V),CHAN2(V)
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.002441
0.001076,-0.009859,-0.002441
0.001076,-0.009859,-0.002441
0.001076,-0.009859,-0.002441
0.001076,-0.009859,-0.002441
0.001076,-0.009859,-0.002441
0.001076,-0.009859,-0.002441
0.001076,-0.009859,-0.002441
0.001076,-0.009859,-0.002441
0.001076,-0.009859,-0.002441
0.001076,-0.009859,-0.002441
0.001076,-0.009859,-0.002441
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001076,-0.009859,-0.001637
0.001077,-0.009859,-0.001637
0.001077,-0.009859,-0.001637
0.001077,-0.009859,-0.001637
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.050060,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.050060,-0.000833
0.001077,-0.050060,-0.000833
0.001077,-0.050060,-0.000833
0.001077,-0.050060,-0.000833
0.001077,-0.050060,-0.000833
0.001077,-0.050060,-0.000833
0.001077,-0.050060,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.050060,-0.000833
0.001077,-0.050060,-0.000833
0.001077,-0.050060,-0.000833
0.001077,-0.009859,-0.001637
0.001077,-0.050060,-0.001637
0.001077,-0.009859,-0.001637
0.001077,-0.050060,-0.001637
0.001077,-0.009859,-0.001637
0.001077,-0.009859,-0.001637
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001077,-0.009859,-0.000833
0.001078,-0.009859,-0.000833
0.001078,-0.009859,-0.000833
0.001078,-0.050060,-0.001637
0.001078,-0.009859,-0.001637
