Time(s),CHAN1(V),CHAN2(V)
0.001007,3.246422,-0.075607
0.001008,3.246422,-0.075607
0.001008,3.206221,-0.075607
0.001008,3.206221,-0.075607
0.001008,3.206221,-0.075607
0.001008,3.206221,-0.075607
0.001008,3.206221,-0.075607
0.001008,3.206221,-0.075607
0.001008,3.206221,-0.075607
0.001008,3.206221,-0.075607
0.001008,3.206221,-0.074803
0.001008,3.206221,-0.074803
0.001008,3.166020,-0.074803
0.001008,3.166020,-0.074803
0.001008,3.166020,-0.074803
0.001008,3.166020,-0.074803
0.001008,3.166020,-0.074803
0.001008,3.166020,-0.073999
0.001008,3.166020,-0.073999
0.001008,3.166020,-0.073999
0.001008,3.166020,-0.073999
0.001008,3.166020,-0.073999
0.001008,3.166020,-0.073999
0.001008,3.125819,-0.073999
0.001008,3.125819,-0.073999
0.001008,3.125819,-0.073195
0.001008,3.125819,-0.073195
0.001008,3.125819,-0.073195
0.001008,3.125819,-0.073195
0.001008,3.125819,-0.073195
0.001008,3.125819,-0.073195
0.001008,3.125819,-0.073195
0.001008,3.125819,-0.073195
0.001008,3.125819,-0.072391
0.001008,3.085618,-0.072391
0.001008,3.085618,-0.072391
0.001008,3.085618,-0.072391
0.001008,3.085618,-0.072391
0.001008,3.085618,-0.072391
0.001009,3.085618,-0.072391
0.001009,3.085618,-0.072391
0.001009,3.085618,-0.071587
0.001009,3.085618,-0.071587
0.001009,3.085618,-0.071587
0.001009,3.045417,-0.071587
0.001009,3.045417,-0.071587
0.001009,3.045417,-0.071587
0.001009,3.045417,-0.071587
0.001009,3.045417,-0.071587
0.001009,3.045417,-0.070783
0.001009,3.045417,-0.070783
0.001009,3.045417,-0.070783
0.001009,3.045417,-0.070783
0.001009,3.045417,-0.070783
0.001009,3.005216,-0.070783
0.001009,3.005216,-0.070783
0.001009,3.005216,-0.070783
0.001009,3.005216,-0.070783
0.001009,3.005216,-0.070783
0.001009,3.005216,-0.070783
0.001009,3.005216,-0.070783
0.001009,3.005216,-0.070783
0.001009,3.005216,-0.070783
0.001009,3.005216,-0.070783
0.001009,3.005216,-0.070783
0.001009,2.965015,-0.069979
0.001009,2.965015,-0.069979
0.001009,2.965015,-0.069979
0.001009,2.965015,-0.069979
0.001009,2.965015,-0.069979
0.001009,2.965015,-0.069979
0.001009,2.965015,-0.069979
0.001009,2.965015,-0.069979
0.001009,2.965015,-0.069979
0.001009,2.965015,-0.069979
0.001009,2.924814,-0.069979
0.001009,2.924814,-0.069979
0.001010,2.924814,-0.069979
0.001010,2.924814,-0.069979
0.001010,2.924814,-0.069979
0.001010,2.924814,-0.069979
0.001010,2.924814,-0.069979
0.001010,2.924814,-0.069175
0.001010,2.924814,-0.069175
0.001010,2.924814,-0.069175
0.001010,2.924814,-0.069175
0.001010,2.884613,-0.069175
0.001010,2.884613,-0.068371
0.001010,2.884613,-0.068371
0.001010,2.884613,-0.068371
0.001010,2.884613,-0.068371
0.001010,2.884613,-0.068371
0.001010,2.884613,-0.068371
0.001010,2.884613,-0.067567
0.001010,2.884613,-0.067567
0.001010,2.884613,-0.067567
0.001010,2.884613,-0.067567
0.001010,2.844412,-0.067567
0.001010,2.844412,-0.066763
0.001010,2.844412,-0.066763
0.001010,2.844412,-0.066763
0.001010,2.844412,-0.066763
0.001010,2.844412,-0.066763
0.001010,2.844412,-0.066763
0.001010,2.844412,-0.066763
0.001010,2.844412,-0.065959
0.001010,2.844412,-0.065959
0.001010,2.844412,-0.065959
0.001010,2.804211,-0.065959
0.001010,2.804211,-0.065959
0.001010,2.804211,-0.065959
0.001010,2.804211,-0.065959
0.001010,2.804211,-0.065959
0.001010,2.804211,-0.065959
0.001010,2.804211,-0.065959
0.001010,2.804211,-0.065959
0.001011,2.804211,-0.065155
0.001011,2.804211,-0.065155
0.001011,2.804211,-0.065155
0.001011,2.804211,-0.065155
0.001011,2.764010,-0.065155
0.001011,2.764010,-0.065155
0.001011,2.764010,-0.065155
0.001011,2.764010,-0.065155
0.001011,2.764010,-0.065155
0.001011,2.764010,-0.065155
0.001011,2.764010,-0.065155
0.001011,2.764010,-0.065155
0.001011,2.764010,-0.065155
0.001011,2.764010,-0.065155
0.001011,2.764010,-0.065155
0.001011,2.764010,-0.064351
